dec_long_va	dec_lat_va	GW_Level_NAVD	Well_ID	WellDepth_BLS	WellDepth_NAVD	GWL_Shallow	GWL_Middle	GWL_Deep
-95.4411111	30.12805556	-81.0128	300740095262701.0	303.6	-268.0	-72.8	-83.3	-93.8
-95.2740556	29.7017222	-41.91	294206095162601.0	303.3	-293.8	-31.8	-42.3	-52.8
-95.605	29.6872222	-43.7068	294113095361702.0	303.3	-278.6	-34.7	-45.2	-55.7
-95.3844444	30.0075	-48.9113	300018095225701.0	301.8	-273.1	-40.3	-50.8	-61.3
-95.6419444	29.89416667	-45.20945	295339095383201.0	301.8	-264.0	-37.2	-47.7	-58.2
-95.7780556	30.07777778	-34.1041	300440095464101.0	299.9	-226.5	-28.7	-39.2	-49.7
-95.25	30.04055556	-31.0104	300226095150001.0	298.7	-272.5	-22.4	-32.9	-43.4
-95.0801944	29.92505556	-24.76195	295529095043501.0	297.5	-284.1	-15.4	-25.9	-36.4
-95.5433333	30.21638889	-58.87365	301258095323502.0	297.5	-238.5	-52.7	-63.2	-73.7
-95.9172222	29.49583333	3.0434	292944095550101.0	297.2	-264.1	11.0	0.5	-10.0
-95.5047222	29.7047222	-48.75125	294216095301601.0	296.3	-276.8	-39.9	-50.4	-60.9
-95.7741667	29.92888889	14.91535	295544095462401.0	295.0	-246.3	21.7	11.2	0.7
-95.6916667	29.87638889	-73.71285	295235095414301.0	294.7	-254.7	-66.4	-76.9	-87.4
-95.25	30.04055556	-29.6418	300225095144202.0	294.1	-267.5	-21.4	-31.9	-42.4
-95.54	30.18083333	-68.071	301051095322402.0	292.9	-240.8	-61.7	-72.2	-82.7
-95.3355556	29.20055556	-6.1356	291201095200701.0	292.6	-288.3	3.5	-7.0	-17.5
-95.5825	29.68	-43.3487	294047095345601.0	292.6	-268.2	-35.1	-45.6	-56.1
-95.4591667	30.19944444	-67.6519	301157095273301.0	292.0	-251.9	-60.5	-71.0	-81.5
-95.1186111	29.5636111	-30.1569	293348095070603.0	291.7	-285.9	-20.6	-31.1	-41.6
-95.4794444	30.20305556	-64.3585	301211095284601.0	290.5	-243.0	-57.8	-68.3	-78.8
-95.5013889	29.88138889	-69.75195	295252095300401.0	290.2	-263.6	-61.8	-72.3	-82.8
-95.5333333	30.1375	-74.11975000000001	300819095315501.0	288.0	-245.3	-67.4	-77.9	-88.4
-95.4627778	30.14	-81.2048	300816095274701.0	287.7	-246.4	-74.5	-85.0	-95.5
-94.9491667	30.045	-1.0790000000000002	300242094565701.0	286.5	-262.9	6.8	-3.7	-14.2
-95.8702778	29.75388889	-60.2315	294514095521301.0	285.9	-241.4	-53.8	-64.3	-74.8
-95.1591667	29.71055556	-38.4734	294237095093206.0	285.3	-276.8	-29.6	-40.1	-50.6
-95.2127778	29.66083333	-37.6062	293942095124901.0	283.5	-273.9	-28.9	-39.4	-49.9
-95.4705556	29.36805556	-8.5344	292204095281301.0	281.3	-266.1	-0.4	-10.9	-21.4
-94.9125	29.83388889	-34.2077	295001094544401.0	281.0	-273.3	-25.6	-36.1	-46.6
-95.0213889	29.5647222	-26.317950000000003	293352095011606.0	280.4	-278.0	-17.4	-27.9	-38.4
-95.4563889	29.42444444	-28.96365	292528095272301.0	280.4	-263.3	-21.0	-31.5	-42.0
-95.1897222	30.04583333	-30.7482	300231095113701.0	279.8	-263.2	-22.8	-33.3	-43.8
-95.9404167	29.7579722	-15.8709	294528095562501.0	279.8	-233.5	-10.0	-20.5	-31.0
-95.5863889	30.185	-61.1002	301106095351101.0	278.9	-220.2	-56.2	-66.7	-77.2
-95.4522222	30.12555556	-78.1294	300731095270701.0	277.4	-239.8	-71.8	-82.3	-92.8
-95.5630556	30.1847222	-65.28205	301103095334302.0	276.1	-221.1	-60.3	-70.8	-81.3
-95.6352778	29.66666667	-34.52315	293959095380401.0	274.9	-248.3	-27.6	-38.1	-48.6
-95.8172222	29.80055556	-55.0347	294802095490201.0	274.9	-230.7	-49.4	-59.9	-70.4
-95.1563889	30.05888889	-26.31035	300331095092201.0	274.3	-254.1	-19.0	-29.5	-40.0
-95.1911111	30.09277778	-16.53235	300534095112801.0	274.3	-250.3	-9.5	-20.0	-30.5
-95.2816667	29.73777778	-40.7304	294415095165301.0	274.3	-269.7	-32.4	-42.9	-53.4
-95.1927778	29.23305556	-13.9827	291359095113401.0	273.7	-269.6	-5.6	-16.1	-26.6
-95.2833333	29.7897222	-41.0078	294722095165901.0	273.4	-261.9	-33.2	-43.7	-54.2
-95.6222222	29.95694444	-37.6245	295722095372001.0	272.8	-231.7	-31.9	-42.4	-52.9
-95.5247222	30.21888889	-58.6725	301309095313001.0	271.3	-218.6	-53.9	-64.4	-74.9
-95.6138889	30.22138889	-50.69285	301318095364501.0	270.4	-203.7	-46.9	-57.4	-67.9
-95.6838889	29.69555556	-25.0576	294144095410001.0	267.6	-239.4	-18.8	-29.3	-39.8
-95.2869444	29.68527778	-42.76345	294106095171201.0	267.0	-256.7	-35.3	-45.8	-56.3
-95.6205556	29.3486111	-10.21385	292054095371301.0	266.4	-248.9	-3.3	-13.8	-24.3
-95.5988889	29.68083333	-38.7355	294050095355501.0	265.8	-241.2	-32.4	-42.9	-53.4
-95.8144444	29.3222222	6.0259	291919095485101.0	265.5	-242.7	12.5	2.0	-8.5
-95.1102778	29.39416667	-19.35935	292338095063601.0	265.2	-256.7	-11.9	-22.4	-32.9
-95.4913306	30.1248111	-82.7151	300732095292101.0	265.2	-226.6	-77.4	-87.9	-98.4
-95.7377778	29.64666667	-17.1846	293848095441601.0	265.2	-238.9	-11.0	-21.5	-32.0
-95.5894444	29.2197222	-10.9027	291305095352201.0	264.3	-253.6	-3.7	-14.2	-24.7
-95.1208333	29.72	-40.0202	294311095071401.0	260.6	-254.3	-32.7	-43.2	-53.7
-95.635	29.48333333	-20.7538	292859095380501.0	260.0	-239.3	-14.5	-25.0	-35.5
-95.6969444	29.5461111	-17.29585	293245095414801.0	256.0	-231.3	-11.6	-22.1	-32.6
-95.2163889	30.0822222	-28.58105	300403095125402.0	255.7	-232.2	-22.8	-33.3	-43.8
-95.9577778	29.87194444	30.416	295218095572701.0	255.7	-199.1	33.9	23.4	12.9
-95.38	29.61027778	-45.432	293637095224801.0	255.4	-238.4	-39.2	-49.7	-60.2
-94.9688889	30.0036111	-7.2573	300013094580901.0	255.1	-234.7	-1.3	-11.8	-22.3
-95.5058333	30.23666667	-58.4378	301412095302101.0	254.8	-201.5	-54.8	-65.3	-75.8
-94.9936111	30.39944444	39.8374	302353094593701.0	254.5	-205.9	43.8	33.3	22.8
-95.2080556	30.06694444	-28.0568	300359095122902.0	253.6	-232.0	-22.3	-32.8	-43.3
-95.2811111	29.5461111	-35.8201	293243095165201.0	253.0	-238.4	-29.6	-40.1	-50.6
-95.2125	30.07388889	-28.7884	300426095123902.0	252.1	-228.3	-23.3	-33.8	-44.3
-95.5466667	29.97055556	-47.2074	295754095324901.0	251.2	-213.4	-42.8	-53.3	-63.8
-95.4377778	29.19416667	-13.9476	291138095261501.0	249.6	-240.5	-7.6	-18.1	-28.6
-95.0794444	29.42638889	-21.2415	292534095044501.0	246.9	-240.4	-14.9	-25.4	-35.9
-95.4575	30.20777778	-66.7832	301228095272501.0	246.0	-206.6	-62.8	-73.3	-83.8
-94.8950028	29.416325	-12.3581	292458094534206.0	243.8	-242.1	-5.9	-16.4	-26.9
-95.6544444	29.7325	-28.8752	294356095391501.0	243.8	-215.9	-24.3	-34.8	-45.3
-95.535	29.9525	-55.024	295704095320301.0	242.3	-207.0	-51.0	-61.5	-72.0
-95.4877778	29.9247222	-55.220600000000005	295529095291601.0	240.8	-209.4	-51.1	-61.6	-72.1
-95.8642611	30.03158056	25.8288	300154095515101.0	240.8	-169.8	27.2	16.7	6.2
-94.9255556	29.4111111	-13.40055	292439094553101.0	239.3	-237.4	-7.3	-17.8	-28.3
-95.535	29.95305556	-54.5775	295705095320201.0	239.0	-203.5	-50.8	-61.3	-71.8
-95.0813889	29.4122222	-20.99765	292443095045201.0	238.0	-230.4	-15.4	-25.9	-36.4
-95.9147889	30.11908056	1.6703	300709095545301.0	237.1	-148.1	1.5	-9.0	-19.5
-95.0744444	29.36916667	-16.1468	292208095042701.0	236.2	-230.3	-10.5	-21.0	-31.5
-94.9080556	29.39388889	-10.7396	292337094542801.0	235.3	-232.3	-5.0	-15.5	-26.0
-95.5463889	29.94638889	-56.9275	295646095324601.0	235.3	-199.0	-53.5	-64.0	-74.5
-94.9044444	29.3761111	-10.5095	292233094541501.0	235.0	-231.8	-4.8	-15.3	-25.8
-95.0908333	29.4011111	-20.0482	292403095052601.0	235.0	-227.1	-14.7	-25.2	-35.7
-95.0960278	29.5518611	-26.2768	293306095054101.0	234.7	-228.7	-20.8	-31.3	-41.8
-95.2488889	30.10083333	-17.6022	300602095145501.0	234.7	-204.9	-13.8	-24.3	-34.8
-95.0469444	29.33055556	-14.0147	291949095024801.0	230.4	-224.4	-8.8	-19.3	-29.8
-96.0897222	30.3836111	51.7916	302301096052301.0	230.1	-165.3	52.9	42.4	31.9
-95.1019444	29.43888889	-23.2319	292619095060601.0	228.6	-223.5	-18.1	-28.6	-39.1
-95.8406306	29.9986611	22.2321	295955095502601.0	228.6	-165.5	23.3	12.8	2.3
-94.9608333	29.39027778	-11.7409	292324094573801.0	224.6	-221.7	-6.7	-17.2	-27.7
-95.525	29.82277778	-35.93745	294921095312907.0	223.7	-197.8	-32.6	-43.1	-53.6
-96.0819444	30.09527778	24.6888	300542096045401.0	223.1	-151.1	24.8	14.3	3.8
-95.1547222	29.49	-26.53895	292923095091601.0	222.5	-214.1	-22.1	-32.6	-43.1
-95.1591667	29.71055556	-38.3134	294237095093208.0	222.5	-214.0	-33.8	-44.3	-54.8
-95.5511111	29.95305556	-56.9793	295711095330201.0	222.5	-185.9	-54.5	-65.0	-75.5
-94.9258333	29.38444444	-10.79605	292303094553201.0	221.9	-217.8	-6.1	-16.6	-27.1
-95.2263889	29.39305556	-27.2918	292335095133501.0	221.9	-210.1	-23.1	-33.6	-44.1
-95.7158333	29.69444444	-19.25875	294140095425701.0	221.6	-193.4	-16.2	-26.7	-37.2
-95.3575	30.04444444	-39.4686	300239095212601.0	221.0	-195.6	-36.3	-46.8	-57.3
-95.5658333	30.2197222	-55.8988	301311095335701.0	218.8	-158.4	-55.3	-65.8	-76.3
-95.5727778	29.65916667	-42.3032	293932095342201.0	218.5	-194.3	-39.2	-49.7	-60.2
-95.0927778	29.5122222	-27.11655	293043095053301.0	216.4	-211.7	-22.8	-33.3	-43.8
-95.4783333	30.27055556	-42.61105	301614095284201.0	216.4	-175.0	-40.9	-51.4	-61.9
-95.5458333	29.94277778	-51.39535	295633095324401.0	214.3	-178.2	-49.4	-59.9	-70.4
-94.9419444	29.3875	-8.37435	292314094563001.0	214.0	-210.9	-4.1	-14.6	-25.1
-95.2533333	29.4347222	-34.71825	292603095150901.0	214.0	-201.0	-31.1	-41.6	-52.1
-95.4455556	30.2547222	-51.76415	301516095264301.0	214.0	-175.6	-50.0	-60.5	-71.0
-95.6322222	29.48444444	-21.08	292903095375501.0	214.0	-191.8	-18.2	-28.7	-39.2
-95.1844444	30.18277778	-23.18155	301047095104801.0	213.7	-187.0	-20.6	-31.1	-41.6
-95.145	29.91388889	-30.8244	295449095084103.0	213.1	-196.7	-27.6	-38.1	-48.6
-95.1252778	29.5472222	-23.7485	293246095072501.0	211.5	-205.1	-19.9	-30.4	-40.9
-94.9494444	29.43027778	-3.2248	292548094565601.0	210.9	-209.4	0.9	-9.6	-20.1
-95.2552778	29.42666667	-33.881600000000006	292535095151801.0	210.3	-197.4	-30.6	-41.1	-51.6
-94.8655556	29.5325	-15.21105	293156094515501.0	208.2	-208.2	-11.1	-21.6	-32.1
-95.0844444	29.55194444	-26.685250000000003	293306095050801.0	207.3	-203.6	-22.9	-33.4	-43.9
-95.0961111	29.54638889	-28.96515	293247095054601.0	207.3	-202.3	-25.3	-35.8	-46.3
-95.6472222	30.22638889	-44.4033	301335095385001.0	206.3	-140.3	-45.1	-55.6	-66.1
-95.7990556	29.3991111	-1.841	292356095475701.0	205.7	-180.1	0.3	-10.2	-20.7
-95.5402778	29.9475	-57.22925	295650095322301.0	205.1	-168.5	-55.9	-66.4	-76.9
-94.9419444	29.495	-13.5956	292941094563001.0	204.2	-201.2	-10.0	-20.5	-31.0
-94.9775	29.4925	-18.4526	292935094583301.0	204.2	-200.7	-14.9	-25.4	-35.9
-94.9786111	29.48694444	-19.4051	292913094584301.0	203.0	-199.5	-15.9	-26.4	-36.9
-95.2225	30.01916667	-25.26795	300111095132302.0	203.0	-186.0	-22.7	-33.2	-43.7
-94.9825	29.48333333	-19.9918	292900094585501.0	202.4	-198.5	-16.6	-27.1	-37.6
-95.8222222	29.76916667	-30.0868	294607095492201.0	202.4	-162.3	-29.2	-39.7	-50.2
-95.7486111	30.20527778	-20.5252	301218095445401.0	201.8	-118.6	-22.7	-33.2	-43.7
-94.7241667	30.2372222	15.05715	301411094432601.0	201.2	-174.0	16.7	6.2	-4.3
-94.9836111	29.48083333	-18.15235	292841094584901.0	201.2	-197.9	-14.8	-25.3	-35.8
-95.0608333	29.5797222	-26.721850000000003	293446095033901.0	201.2	-196.6	-23.5	-34.0	-44.5
-95.2172222	30.135	-10.04925	300806095130201.0	201.2	-169.5	-8.7	-19.2	-29.7
-95.645	29.14305556	-11.22275	290834095384201.0	200.9	-190.4	-8.4	-18.9	-29.4
-95.8102778	29.5897222	-4.4729	293523095483701.0	200.9	-173.4	-2.8	-13.3	-23.8
-94.9808333	29.47833333	-18.12955	292848094590001.0	198.4	-195.2	-15.0	-25.5	-36.0
-95.4797222	29.725	-41.47715	294329095284603.0	196.9	-178.8	-39.5	-50.0	-60.5
-94.9113889	29.36888889	-10.1041	292207094544001.0	196.6	-194.6	-7.0	-17.5	-28.0
-95.1183333	29.53305556	-29.12975	293202095070301.0	196.6	-190.3	-26.3	-36.8	-47.3
-95.9865278	30.0721111	5.99695	300419095591101.0	196.6	-112.5	3.4	-7.1	-17.6
-95.6605556	30.13388889	-47.5397	300801095393701.0	195.7	-138.0	-48.4	-58.9	-69.4
-95.6883333	29.7175	-15.8069	294302095411801.0	195.1	-166.9	-14.6	-25.1	-35.6
-95.7555556	29.41666667	9.3025	292459095451901.0	193.9	-171.4	10.8	0.3	-10.2
-95.1402778	29.56277778	-29.3065	293344095082301.0	193.5	-183.7	-26.9	-37.4	-47.9
-95.2922222	30.1222222	-12.6858	300720095173201.0	193.2	-160.6	-11.9	-22.4	-32.9
-95.1191667	29.5661111	-28.43935	293357095070801.0	192.0	-186.0	-25.9	-36.4	-46.9
-95.0952778	29.56666667	-27.89075	293401095054301.0	191.7	-186.8	-25.3	-35.8	-46.3
-95.4513889	29.7275	-49.7891	294338095270406.0	191.1	-174.1	-48.1	-58.6	-69.1
-95.455	30.12388889	-20.8178	300726095271801.0	189.6	-154.8	-20.5	-31.0	-41.5
-95.2236111	30.15694444	-5.74245	300925095132501.0	189.0	-159.0	-5.1	-15.6	-26.1
-95.2558333	29.55027778	-31.3243	293000095171201.0	189.0	-175.4	-29.5	-40.0	-50.5
-95.6511111	29.9741111	-19.0012	295826095390401.0	188.4	-145.1	-19.3	-29.8	-40.3
-95.2358333	29.54833333	-31.306	293253095141001.0	188.1	-176.5	-29.5	-40.0	-50.5
-95.0980556	29.59333333	-27.9837	293539095054201.0	185.9	-180.7	-25.8	-36.3	-46.8
-95.7280556	30.01527778	11.6677	300055095434101.0	184.4	-131.7	10.4	-0.1	-10.6
-95.2425	30.14694444	-8.702	300849095143301.0	182.9	-149.2	-8.8	-19.3	-29.8
-95.3283333	30.3897222	21.07845	302323095194201.0	182.9	-97.0	17.4	6.9	-3.6
-95.5836111	30.03666667	-22.9423	300211095350102.0	182.9	-137.1	-23.8	-34.3	-44.8
-95.8065972	29.9104472	-1.0089	295438095482401.0	182.9	-133.8	-2.1	-12.6	-23.1
-95.9773889	30.0963611	-1.2375	300547095583901.0	182.9	-97.1	-4.9	-15.4	-25.9
-95.0466667	29.6997222	-26.36215	294158095024701.0	180.1	-172.5	-24.8	-35.3	-45.8
-95.2552778	29.5147222	-19.237450000000003	293005095151801.0	180.1	-167.7	-18.0	-28.5	-39.0
-95.0344444	29.5397222	-26.5039	293222095020301.0	179.8	-177.7	-24.6	-35.1	-45.6
-95.4058333	30.14583333	-1.143	300844095242101.0	179.8	-144.2	-1.5	-12.0	-22.5
-95.9538889	29.435	13.3929	292605095571301.0	179.8	-150.9	13.5	3.0	-7.5
-95.9852778	30.09566667	7.3777	300544095590701.0	178.9	-92.0	3.3	-7.2	-17.7
-95.0455556	29.66388889	-27.01445	293949095024301.0	178.3	-172.4	-25.4	-35.9	-46.4
-95.3391667	30.07805556	-23.7485	300439095202201.0	178.3	-150.7	-23.7	-34.2	-44.7
-95.9858611	30.0988611	11.3035	300556095590901.0	178.3	-96.4	7.6	-2.9	-13.4
-95.0141667	30.1225	7.3609	300720095005201.0	176.8	-150.5	7.4	-3.1	-13.6
-95.0230556	29.65277778	-25.84095	293909095012201.0	176.2	-171.7	-24.3	-34.8	-45.3
-95.9937778	30.09625	9.4732	300547095593802.0	174.3	-95.9	5.7	-4.8	-15.3
-95.3286111	30.3836111	21.4488	302301095194301.0	173.7	-92.1	17.4	6.9	-3.6
-95.4522222	30.14055556	-7.659649999999999	300826095270801.0	173.7	-132.8	-8.9	-19.4	-29.9
-95.4363889	29.8686111	-34.7411	295207095262102.0	172.2	-146.6	-35.0	-45.5	-56.0
-95.4766667	29.58166667	-41.9283	293453095283501.0	172.2	-151.4	-41.8	-52.3	-62.8
-95.7733333	29.91833333	12.893	295505095462201.0	172.2	-123.8	11.1	0.6	-9.9
-95.9338889	29.41583333	13.5849	292456095560101.0	171.9	-142.9	13.1	2.6	-7.9
-95.0630556	29.7286111	-26.734	294342095034601.0	170.7	-164.0	-25.8	-36.3	-46.8
-95.4052778	30.0297222	-43.23895	300146095241801.0	170.7	-144.1	-43.7	-54.2	-64.7
-95.4130556	30.14388889	-3.2095	300838095244701.0	170.1	-134.5	-4.3	-14.8	-25.3
-95.9261111	30.055	18.4434	300318095553401.0	170.1	-93.8	14.5	4.0	-6.5
-95.288	30.507	52.591750000000005	303025095171701.0	169.5	-53.3	45.8	35.3	24.8
-95.1175	29.9722222	-14.9901	295817095065501.0	169.2	-149.5	-15.0	-25.5	-36.0
-95.5994444	30.32527778	18.79095	301931095355801.0	167.8	-91.5	14.7	4.2	-6.3
-95.5994444	30.04694444	-21.304	300249095355701.0	167.6	-118.5	-23.5	-34.0	-44.5
-95.6361111	29.63694444	-30.0746	293812095380901.0	167.3	-142.1	-30.6	-41.1	-51.6
-95.25	29.6597222	-38.1	293935095150004.0	167.0	-154.2	-37.8	-48.3	-58.8
-95.0716667	29.72305556	-26.83	294322095041701.0	165.2	-157.1	-26.3	-36.8	-47.3
-95.7331	29.8014	-10.8082	294805095435901.0	164.9	-127.1	-12.4	-22.9	-33.4
-95.1444444	29.91444444	-26.5923	295451095083901.0	164.6	-147.2	-26.8	-37.3	-47.8
-95.4916667	29.40083333	-18.541	293401095293002.0	163.7	-145.4	-18.9	-29.4	-39.9
-94.8952778	29.41638889	-12.39925	292458094534204.0	163.1	-161.5	-11.6	-22.1	-32.6
-95.67	29.78777778	-21.9913	294716095401201.0	162.5	-132.6	-23.2	-33.7	-44.2
-95.9267778	30.05875	33.8999	300332095553601.0	162.5	-84.2	29.3	18.8	8.3
-95.125	30.5936111	41.5199	303537095073001.0	162.2	-58.4	35.1	24.6	14.1
-94.9822222	30.32194444	21.58895	301938094585501.0	161.5	-119.7	19.5	9.0	-1.5
-95.125	29.73055556	-27.3954	294349095072901.0	161.5	-154.2	-27.1	-37.6	-48.1
-95.6041667	30.05083333	-20.9184	300301095361301.0	161.5	-113.3	-23.5	-34.0	-44.5
-95.4630556	29.50055556	-8.5954	293001095274601.0	159.7	-140.4	-9.3	-19.8	-30.3
-94.9825	30.3236111	20.30885	301924094585601.0	159.4	-117.4	18.0	7.5	-3.0
-95.0797222	29.7497222	-25.6855	294458095044601.0	158.8	-152.2	-25.5	-36.0	-46.5
-95.7622222	29.58305556	-0.5440499999999999	293458095454301.0	157.9	-130.2	-1.9	-12.4	-22.9
-95.8480556	29.39833333	7.73275	292354095505301.0	157.9	-130.5	6.4	-4.1	-14.6
-95.4058333	30.4147222	32.0832	302452095242001.0	157.0	-71.6	26.6	16.1	5.6
-95.3406583	29.26259444	2.0879	291545095202401.0	156.7	-148.7	2.0	-8.5	-19.0
-95.0305556	29.75777778	-24.72385	294527095014901.0	156.1	-148.7	-24.8	-35.3	-45.8
-95.1380556	29.94555556	-24.54855	295651095083501.0	156.1	-137.8	-25.4	-35.9	-46.4
-95.0455556	29.8236111	-20.2753	294924095024301.0	155.4	-143.5	-20.7	-31.2	-41.7
-95.0580556	29.72694444	-26.1031	294334095032901.0	155.4	-151.8	-26.0	-36.5	-47.0
-95.80675	29.68695	1.556	294113095482401.0	155.4	-118.6	-0.6	-11.1	-21.6
-95.4019444	30.1122222	-17.6784	300637095240801.0	154.2	-122.1	-19.6	-30.1	-40.6
-95.5813889	28.98888889	-12.1859	285919095344701.0	154.2	-150.1	-12.2	-22.7	-33.2
-94.9852778	30.36583333	39.1729	302154094590701.0	153.0	-106.3	36.1	25.6	15.1
-95.1108333	29.73305556	-48.8686	294358095063801.0	153.0	-147.0	-49.1	-59.6	-70.1
-95.0416667	29.7772222	-23.86275	294637095022901.0	152.4	-145.1	-24.2	-34.7	-45.2
-95.4408333	30.12833333	-7.0683	300741095262601.0	152.4	-115.4	-9.5	-20.0	-30.5
-95.7555556	29.56083333	6.46175	293338095451901.0	152.4	-124.3	4.7	-5.8	-16.3
-95.0252778	29.8036111	-22.0066	294812095013001.0	151.8	-142.2	-22.6	-33.1	-43.6
-95.865	29.69527778	4.8143	294142095515301.0	150.6	-108.9	1.9	-8.6	-19.1
-95.3630556	30.11166667	-17.00475	300643095214301.0	150.0	-120.1	-19.1	-29.6	-40.1
-95.0102778	30.49777778	16.6908	303000095002001.0	149.4	-96.6	13.0	2.5	-8.0
-95.3338889	29.79138889	-38.221900000000005	294728095200103.0	148.4	-134.4	-39.3	-49.8	-60.3
-95.0055556	30.36777778	27.8404	302204095002001.0	146.3	-100.0	24.3	13.8	3.3
-95.3330556	29.49138889	-14.0147	292927095195801.0	146.3	-129.2	-15.5	-26.0	-36.5
-95.1691667	29.74055556	-28.1788	294425095100801.0	145.4	-142.8	-28.7	-39.2	-49.7
-95.2888889	29.3486111	-11.9878	292054095171901.0	144.2	-135.1	-13.0	-23.5	-34.0
-95.8113889	29.20305556	2.7097	291210095484001.0	144.2	-127.4	1.1	-9.4	-19.9
-94.9611111	30.3111111	19.302950000000003	301840094574501.0	143.0	-102.4	16.0	5.5	-5.0
-95.5791667	29.76083333	-27.685	294538095344601.0	142.3	-119.7	-29.8	-40.3	-50.8
-95.6327778	29.5822222	-18.5837	293455095375701.0	141.1	-119.8	-20.7	-31.2	-41.7
-95.0736111	29.7672222	-22.7655	294601095041901.0	140.8	-133.4	-23.9	-34.4	-44.9
-95.3558333	30.19333333	-10.25045	301136095212101.0	140.8	-97.1	-14.0	-24.5	-35.0
-95.0735278	30.25819444	13.54225	301529095042401.0	140.2	-101.2	10.1	-0.4	-10.9
-95.8102778	29.5897222	2.3119	293523095483702.0	140.2	-112.8	-0.3	-10.8	-21.3
-95.8583333	29.75305556	1.92635	294511095513001.0	140.2	-96.5	-1.8	-12.3	-22.8
-95.6636111	30.2147222	31.7266	301250095400701.0	138.4	-64.7	25.8	15.3	4.8
-95.0044444	30.3661111	40.38145	302156095001501.0	137.8	-91.7	36.3	25.8	15.3
-95.6808333	29.07944444	-5.7729	290446095405101.0	137.2	-131.4	-7.1	-17.6	-28.1
-95.9286111	29.67555556	13.16735	294031095554201.0	137.2	-105.2	10.0	-0.5	-11.0
-95.1594444	30.23888889	10.9774	301420095093201.0	134.1	-95.7	7.2	-3.3	-13.8
-95.6447222	30.69305556	69.0585	304131095383901.0	134.1	-12.5	59.4	48.9	38.4
-95.03065	29.75784167	-23.90395	294527095014910.0	131.4	-124.1	-25.7	-36.2	-46.7
-95.7627778	29.58305556	-0.0395999999999999	293458095454501.0	131.4	-103.9	-3.3	-13.8	-24.3
-95.4122222	30.13138889	-7.5042	300742095244301.0	129.5	-95.7	-11.3	-21.8	-32.3
-95.8691667	29.5922222	17.2364	293528095515701.0	128.6	-93.2	13.3	2.8	-7.7
-95.5928389	29.06947778	-12.39925	290410095353401.0	128.0	-119.8	-14.5	-25.0	-35.5
-95.6144444	30.08944444	14.8285	300521095365101.0	125.6	-70.5	9.3	-1.2	-11.7
-94.9161111	29.7561111	-19.047	294521094545901.0	124.7	-119.7	-21.2	-31.7	-42.2
-94.9122222	29.75638889	-18.6873	294523094544401.0	122.8	-117.4	-21.0	-31.5	-42.0
-94.9252778	29.75138889	-19.5651	294504094553601.0	122.5	-117.1	-21.9	-32.4	-42.9
-94.9311111	30.13083333	3.5875	300748094554501.0	122.2	-92.8	-0.4	-10.9	-21.4
-95.3619444	29.12444444	-5.3203	290728095214301.0	122.2	-120.7	-7.4	-17.9	-28.4
-94.8952778	29.41638889	-8.11225	292458094534203.0	121.9	-120.3	-10.2	-20.7	-31.2
-95.0522222	30.33027778	24.7391	301948095030701.0	121.9	-80.0	19.8	9.3	-1.2
-95.2319444	29.33027778	-17.1145	291948095135401.0	121.9	-115.7	-19.5	-30.0	-40.5
-95.4497222	29.31550278	-8.97025	291855095265901.0	121.9	-108.2	-11.9	-22.4	-32.9
-95.6444444	29.7686111	-15.30855	294606095383901.0	121.9	-96.9	-19.0	-29.5	-40.0
-95.1186111	29.5636111	-21.6088	293348095070602.0	119.5	-113.7	-24.1	-34.6	-45.1
-95.3103	29.93636944	-27.1424	295610095183701.0	119.2	-97.5	-30.8	-41.3	-51.8
-95.1591667	29.71055556	-28.2428	294237095093202.0	118.9	-110.4	-31.0	-41.5	-52.0
-95.8785	29.86630556	-3.4488000000000003	295158095524201.0	118.9	-66.1	-9.3	-19.8	-30.3
-95.6966667	30.31805556	24.5684	301904095414801.0	118.6	-24.8	15.8	5.3	-5.2
-95.5469444	30.13638889	18.0411	300811095324902.0	115.8	-61.9	11.9	1.4	-9.1
-95.9769444	29.70555556	22.5552	294219095583601.0	115.2	-79.6	17.6	7.1	-3.4
-94.9208333	29.82583333	-19.2512	294932094551401.0	114.3	-106.3	-22.3	-32.8	-43.3
-95.5647222	29.49777778	-10.98495	292951095335201.0	114.3	-96.1	-14.8	-25.3	-35.8
-94.9641667	30.40833333	25.70225	302422094563403.0	112.8	-63.9	19.7	9.2	-1.3
-95.3697222	29.5211111	-20.5374	293113095220001.0	112.8	-93.8	-24.5	-35.0	-45.5
-94.9616667	30.40944444	25.6398	302434094574101.0	111.3	-61.4	19.4	8.9	-1.6
-95.4202778	30.16805556	6.0533	301002095251401.0	109.7	-74.4	0.8	-9.7	-20.2
-95.7411111	30.17194444	36.6735	301020095442801.0	109.7	-38.5	28.9	18.4	7.9
-95.4430556	30.41	59.0062	302436095263501.0	106.7	-16.6	49.7	39.2	28.7
-94.9647222	30.3111111	19.72665	301839094575201.0	105.8	-64.6	13.7	3.2	-7.3
-95.3536111	30.01694444	-8.1504	300101095211301.0	105.5	-79.9	-13.1	-23.6	-34.1
-95.3022222	30.315	21.97305	301853095180701.0	105.2	-48.4	14.9	4.4	-6.1
-95.2304111	30.20205833	10.9423	301207095134901.0	104.9	-69.2	5.3	-5.2	-15.7
-95.41	29.06277778	-3.0145	290346095243601.0	103.6	-99.4	-6.6	-17.1	-27.6
-95.4275	29.05583333	-22.22905	290320095253801.0	103.0	-97.8	-25.9	-36.4	-46.9
