Longitude	Latitude	Year	GWL_BLS(ft)	Well_Depth_BLS(ft)	LSE_NAVD(ft)	Well_ID	TWEB_ID	Year	mm	dd	yyyy	Decimal_Year		Wee_bottom_NAVD
-95.38750	29.76833	1/22/1931	74.7	571	55.0	6513918--	6513918	1/22/1931	1	22	1931	1931.060274		-516.0
-95.27944	29.75861	2/26/1931	56.9	569	42.0	6514914--	6514914	2/26/1931	2	26	1931	1931.154795		-527.0
-95.43806	29.71556	11/3/1931	42.4	650	57.0	6521220--	6521220	11/3/1931	11	3	1931	1931.843836		-593.0
-95.35389	29.82194	1/9/1931	57.7	666	64.0	6514413--	6514413	1/9/1931	1	9	1931	1931.024658		-602.0
-95.34445	29.79389	1/14/1931	62.9	834	53.0	6514425--	6514425	1/14/1931	1	14	1931	1931.038356		-781.0
-95.36000	29.77139	1/29/1931	51.3	1638	50.0	6514733--	6514733	1/29/1931	1	29	1931	1931.079452		-1588.0
-95.35278	29.76306	1/21/1931	73.1	873	45.0	6514737--	6514737	1/21/1931	1	21	1931	1931.057534		-828.0
-95.46778	29.76778	7/8/1934	-34.0	1996	50.0	6513732--	6513732	7/8/1934	7	8	1934	1934.523288		-1946.0
-95.39278	29.97694	5/29/1931	3.0	1130	98.4	295836095233301	186505309	5/29/1931	5	29	1931	1931.413699		-1031.6
-95.85139	30.02972	1/7/1928	42.8	297	224.0	300146095510401	6058704	1/7/1928	1	7	1928	1928.019178		-73.0
-95.78083	29.83111	1/1/1905	27.0	500	143.0	6510606--	6510606	1/1/1905	1	1	1905	1905.00274		-357.0
-95.73639	29.83028	3/17/1933	35.8	359	136.6	294948095441001	6511405	3/17/1933	3	17	1933	1933.213699		-222.5
-95.69833	29.97083	4/3/1931	6.5	72	150.7	295814095415301	6503204	4/3/1931	4	3	1931	1931.258904		78.7
-95.59694	30.11889	3/1/1923	36.0	65	174.6	300707095354801	6060104	3/1/1923	3	1	1923	1923.169863		109.6
-95.77139	29.78472	3/12/1931	36.3	609	132.6	294704095461601	6510907	3/12/1931	3	12	1931	1931.2		-476.4
-95.46361	30.00778	3/27/1931	19.7	24	117.2	300027095274802	6061703	3/27/1931	3	27	1931	1931.241096		93.2
-95.41944	29.95139	3/27/1931	9.7	41	92.8	295704095250901	6505506	3/27/1931	3	27	1931	1931.241096		51.8
-95.46361	30.00778	3/27/1931	24.4	142	117.2	300027095274801	6061704	3/27/1931	3	27	1931	1931.241096		-24.8
-95.92056	30.05528	4/13/1931	10.0	30	250.3	300318095551302	6057503	4/13/1931	4	13	1931	1931.286301		220.3
-95.91833	30.05639	4/13/1931	36.5	42	268.1	300322095550501	6057502	4/13/1931	4	13	1931	1931.286301		226.1
-95.89139	30.05111	4/13/1931	50.3	122	258.2	300303095532801	6057607	4/13/1931	4	13	1931	1931.286301		136.2
-95.91722	30.05444	5/13/1931	3.5	20	263.5	300315095550101	6057501	5/13/1931	5	13	1931	1931.369863		243.5
-95.62083	29.91639	5/19/1931	9.4	48	127.9	295458095371401	6504704	5/19/1931	5	19	1931	1931.386301		79.9
-95.43500	30.09139	6/1/1931	26.1	33	133.9	300528095260501	6061207	6/1/1931	6	1	1931	1931.420548		100.9
-95.43750	30.08333	6/1/1931	22.8	35	130.6	300459095261401	6061503	6/1/1931	6	1	1931	1931.420548		95.9
-95.82389	30.02000	11/3/1931	21.0	22	212.6	300111095492501	6058805	11/3/1931	11	3	1931	1931.843836		190.6
-95.90917	30.09806	11/5/1931	20.1	60	269.0	300552095543201	6057303	11/5/1931	11	5	1931	1931.849315		209.0
-95.91222	30.05083	11/5/1931	43.1	--	263.5	300302095544301	6057606	11/5/1931	11	5	1931	1931.849315		#VALUE!
-95.90361	30.06583	11/6/1931	50.5	71	279.1	300356095541201	6057605	11/6/1931	11	6	1931	1931.852055		208.1
-95.42722	30.00278	11/9/1931	14.0	17	107.5	300009095253701	6061806	11/9/1931	11	9	1931	1931.860274		90.5
-95.42694	30.05778	11/9/1931	26.0	32	111.8	300327095253601	6061505	11/9/1931	11	9	1931	1931.860274		79.8
-95.42778	30.02000	11/9/1931	16.4	45	112.3	300111095253901	6061805	11/9/1931	11	9	1931	1931.860274		67.3
-95.42750	30.01861	11/9/1931	28.3	155	110.4	300106095253801	6061804	11/9/1931	11	9	1931	1931.860274		-44.6
-95.40333	30.02167	11/18/1931	18.7	21	105.6	300117095241101	6061901	11/18/1931	11	18	1931	1931.884932		85.1
-95.42750	30.07750	8/1/1932	18.0	365	122.3	300438095253801	6061501	8/1/1932	8	1	1932	1932.587671		-242.7
-95.47000	30.01278	9/28/1932	24.3	556	115.2	300045095281101	6061702	9/28/1932	9	28	1932	1932.745205		-440.8
-95.66972	30.07917	6/1/1933	25.0	156	178.4	300444095401001	6059502	6/1/1933	6	1	1933	1933.420548		22.4
-95.65611	30.06778	6/1/1933	24.0	234	172.9	300403095392101	6059603	6/1/1933	6	1	1933	1933.420548		-61.1
-95.63278	30.07583	7/1/1933	60.0	864	175.3	300432095375701	6059604	7/1/1933	7	1	1933	1933.50411		-688.7
-95.61917	30.06472	8/4/1933	16.3	23	159.7	300352095370801	6060402	8/4/1933	8	4	1933	1933.59589		136.7
-95.61222	30.05472	8/4/1933	21.7	30	162.7	300316095364301	6060403	8/4/1933	8	4	1933	1933.59589		132.7
-95.90889	30.05139	1/1/1938	37.0	211	262.8	300304095543101	6057604	1/1/1938	1	1	1938	1938.00274		51.8
-95.42806	30.01889	2/6/1938	16.2	20	110.7	300107095254001	6061803	2/6/1938	2	6	1938	1938.1		90.7
-95.74333	29.98639	5/8/1938	8.0	499	155.4	295910095443501	6503104	5/8/1938	5	8	1938	1938.356164		-343.6
-95.68583	29.90472	1/3/1939	28.5	239	141.0	295416095410801	6503806	1/3/1939	1	3	1939	1939.008219		-98.0
-95.40417	30.02417	5/31/1939	-22.6	1052	109.7	300126095241401	6061903	5/31/1939	5	31	1939	1939.419178		-942.3
-95.40417	30.02361	8/31/1939	23.5	793	107.4	300124095241401	6061902	8/31/1939	8	31	1939	1939.669863		-685.6
-95.22556	29.72194	2/25/1931	54.8	836	18.0	206523139--	206523139	2/25/1931	2	25	1931	1931.152055		-818.0
-95.13944	29.72694	2/1/1938	108.0	913	29.5	294336095082101	216523309	2/1/1938	2	1	1938	1938.086301		-883.5
-95.13056	29.73028	1/1/1929	41.0	790	26.0	6523314--	6523314	1/1/1929	1	1	1929	1929.00274		-764.0
-95.13028	29.72667	1/1/1929	41.0	860	33.0	6523315--	6523315	1/1/1929	1	1	1929	1929.00274		-827.0
-95.13306	29.72167	1/1/1929	51.0	1284	35.0	6523311--	6523311	1/1/1929	1	1	1929	1929.00274		-1249.0
-95.18695	29.66528	7/2/1939	91.4	1419	34.5	293954095111201	226523805	7/2/1939	7	2	1939	1939.506849		-1384.5
-95.18750	29.66528	7/1/1939	93.0	1680	40.0	236523804--	236523804	7/1/1939	7	1	1939	1939.50411		-1640.0
-95.22167	29.72861	12/14/1929	35.0	1376	19.0	6523147--	6523147	12/14/1929	12	14	1929	1929.957534		-1357.0
-95.21806	29.73111	3/25/1931	43.1	802	17.4	294351095130401	6523148	3/25/1931	3	25	1931	1931.235616		-784.6
-95.21944	29.82500	7/1/1938	48.2	890	40.0	246515406--	246515406	7/1/1938	7	1	1938	1938.50411		-850.0
-95.17972	29.72750	8/11/1937	75.0	515	29.0	256523233--	256523233	8/11/1937	8	11	1937	1937.615068		-486.0
-95.17944	29.72778	8/12/1937	201.0	1481	29.0	256523234--	256523234	8/12/1937	8	12	1937	1937.617808		-1452.0
-95.20167	29.71861	3/5/1937	67.0	960	34.0	256523235--	256523235	3/5/1937	3	5	1937	1937.180822		-926.0
-95.20195	29.71889	2/6/1937	70.0	1840	30.0	256523236--	256523236	2/6/1937	2	6	1937	1937.1		-1810.0
-95.20139	29.71972	2/10/1937	174.0	1399	30.0	256523237--	256523237	2/10/1937	2	10	1937	1937.110959		-1369.0
-95.21472	29.71917	1/26/1937	63.0	974	31.0	256523122--	256523122	1/26/1937	1	26	1937	1937.071233		-943.0
-95.21472	29.71833	1/18/1937	56.0	1275	29.0	256523123--	256523123	1/18/1937	1	18	1937	1937.049315		-1246.0
-95.21445	29.71833	1/17/1937	42.0	1927	28.0	256523124--	256523124	1/17/1937	1	17	1937	1937.046575		-1899.0
-95.20000	29.62361	4/3/1931	47.1	832	40.5	293724095115901	6531211	4/3/1931	4	3	1931	1931.258904		-791.5
-95.10417	29.70778	4/2/1931	55.0	900	29.0	294227095061401	6524403	4/2/1931	4	2	1931	1931.256164		-871.0
-95.12611	29.72611	9/13/1935	71.0	1329	23.4	294333095073301	6523312	9/13/1935	9	13	1935	1935.70411		-1305.6
-95.21250	29.71361	9/22/1937	111.7	834	27.0	6523151--	6523151	9/22/1937	9	22	1937	1937.728767		-807.0
-95.00306	29.74611	12/1/1923	37.0	515	22.3	294445095001001	6524313	12/1/1923	12	1	1923	1923.921918		-492.8
-95.01528	29.72278	4/4/1925	20.0	545	13.6	294321095005401	266524316	4/4/1925	4	4	1925	1925.261644		-531.4
-95.01833	29.74806	12/15/1925	58.0	558	20.9	294452095010501	6524312	12/15/1925	12	15	1925	1925.960274		-537.1
-95.00667	29.74250	12/8/1925	77.0	509	23.2	294432095002301	6524319	12/8/1925	12	8	1925	1925.941096		-485.8
-95.01083	29.74389	6/5/1926	76.0	571	22.3	294437095003801	6524318	6/5/1926	6	5	1926	1926.431507		-548.7
-95.02194	29.74111	10/1/1929	87.0	974	19.5	294427095011801	6524310	10/1/1929	10	1	1929	1929.754795		-954.5
-95.00889	29.73583	12/10/1935	114.0	516	21.4	294408095003101	6524315	12/10/1935	12	10	1935	1935.946575		-494.6
-95.00139	29.73917	8/28/1936	126.0	568	21.5	294420095000401	6524314	8/28/1936	8	28	1936	1936.661644		-546.5
-95.01750	29.74806	5/1/1937	58.0	998	21.8	294452095010201	6524311	5/1/1937	5	1	1937	1937.336986		-976.2
-95.00806	29.73139	10/1/1931	42.0	743	18.5	294352095002801	6524317	10/1/1931	10	1	1931	1931.754795		-724.5
-95.02167	29.65167	4/1/1930	40.0	570	27.0	6524914--	6524914	4/1/1930	4	1	1930	1930.253425		-543.0
-95.14556	29.56972	1/1/1927	16.0	806	32.0	6531601--	6531601	1/1/1927	1	1	1927	1927.00274		-774.0
-95.31944	29.78667	5/1/1925	30.0	947	50.0	6514809--	6514809	5/1/1925	5	1	1925	1925.336986		-897.0
-94.94417	29.82694	1/1/1932	34.0	344	30.8	294936094563801	6409502	1/1/1932	1	1	1932	1932.00274		-313.2
-94.96333	29.84611	1/22/1932	10.0	88	31.6	295045094574701	6409101	1/22/1932	1	22	1932	1932.060274		-56.5
-94.98222	29.82083	1/22/1932	10.0	100	36.8	294914094585501	6409402	1/22/1932	1	22	1932	1932.060274		-63.2
-94.88583	30.04861	11/1/1929	45.0	399	82.5	300254094530800	6157605	11/1/1929	11	1	1929	1929.838356		-316.5
-94.98472	30.39361	12/29/1936	-5.0	1200	155.2	302336094590400	6133703	12/29/1936	12	29	1936	1936.99863		-1044.8
-94.64722	30.09472	1/1/1938	17.0	255	65.0	300540094384901	6159301	1/1/1938	1	1	1938	1938.00274		-190.0
-94.59667	29.99028	1/1/1938	14.0	406	50.1	295924094354700	6404101	1/1/1938	1	1	1938	1938.00274		-355.9
-95.45694	30.30806	6/3/1931	-0.6	1464	213.0	301828095272402	276045505	6/3/1931	6	3	1931	1931.426027		-1251.0
-95.45639	30.28556	11/18/1931	24.4	26	177.2	301707095272201	286045803	11/18/1931	11	18	1931	1931.884932		151.2
-95.44111	30.17833	11/18/1931	16.2	27	129.2	301041095262701	6053503	11/18/1931	11	18	1931	1931.884932		102.2
-95.45167	30.17556	6/2/1931	29.8	40	161.5	301031095270501	6053504	6/2/1931	6	2	1931	1931.423288		121.5
-95.16611	30.32750	3/1/1914	-10.0	809	170.8	301938095095701	6047607	3/1/1914	3	1	1914	1914.169863		-638.2
-95.60250	30.43694	1/1/1924	55.0	2500	202.0	302612095360801	6036401	1/1/1924	1	1	1924	1924.00274		-2298.0
-95.45944	30.15361	6/2/1931	24.2	173	144.6	300912095273301	6053706	6/2/1931	6	2	1931	1931.423288		-28.4
-95.45694	30.27333	6/3/1931	26.2	33	135.1	301623095272401	6045801	6/3/1931	6	3	1931	1931.426027		102.1
-95.48417	30.35111	11/13/1931	16.0	50	265.7	302103095290202	6045106	11/13/1931	11	13	1931	1931.871233		215.7
-95.45417	30.31222	1/1/1932	64.0	220	221.3	301843095271401	6045510	1/1/1932	1	1	1932	1932.00274		1.3
-95.49500	30.45472	1/1/1934	100.0	300	307.8	302716095294101	6037408	1/1/1934	1	1	1934	1934.00274		7.8
-95.70167	30.38917	9/1/1935	83.0	110	299.4	302320095420501	6035809	9/1/1935	9	1	1935	1935.671233		189.4
-95.70028	30.38194	9/1/1935	68.0	566	305.8	302254095420001	6035805	9/1/1935	9	1	1935	1935.671233		-260.2
-95.57639	30.32028	6/1/1936	85.0	546	271.6	301912095343401	6044501	6/1/1936	6	1	1936	1936.420548		-274.4
-95.15917	30.23417	7/1/1936	35.0	130	130.4	301402095093201	6055301	7/1/1936	7	1	1936	1936.50411		0.4
-95.46472	30.32056	11/18/1938	32.4	34	191.4	301913095275201	6045409	11/18/1938	11	18	1938	1938.884932		157.4
-95.45528	30.28889	11/18/1938	3.6	210	164.6	301719095271801	6045806	11/18/1938	11	18	1938	1938.884932		-45.4
-95.66278	30.38361	1/1/1939	71.0	606	303.9	302300095394501	6035901	1/1/1939	1	1	1939	1939.00274		-302.1
-95.88944	29.87056	2/10/1931	48.2	767	177.2	295213095532101	306509307	2/10/1931	2	10	1931	1931.110959		-589.9
-95.86056	29.78444	3/12/1931	48.5	545	149.9	294703095513700	6510708	3/12/1931	3	12	1931	1931.2		-395.1
-95.89278	29.86333	3/15/1939	55.6	641	172.9	295147095533300	6509308	3/15/1939	3	15	1939	1939.208219		-468.1
-95.29250	29.86722	6/12/1944	87.6	1993	57.4	294745095201001	6514406	6/12/1944	6	12	1944	1944.450685		-1935.6
-95.06361	29.88000	10/29/1931	21.9	533	47.0	6508809--	6508809	10/29/1931	10	29	1931	1931.831507		-486.0
-95.46889	29.70250	2/1/1937	39.0	712	59.0	294208095280701	6521413	2/1/1937	2	1	1937	1937.086301		-653.0
-95.28695	29.68528	5/27/1937	62.8	876	38.0	294106095171201	6522618	5/27/1937	5	27	1937	1937.408219		-838.0
-95.13944	29.72694	2/1/1938	108.0	913	31.0	294336095082101	6523309	2/1/1938	2	1	1938	1938.086301		-882.0
-95.01833	29.74806	12/15/1925	58.0	558	28.0	294452095010501	6524312	12/15/1925	12	15	1925	1925.960274		-530.0
-95.07806	29.53528	3/16/1939	42.3	570	12.0	6532801--	6532801	3/16/1939	3	16	1939	1939.210959		-558.0
-95.03000	29.54722	3/27/1939	46.5	545	17.0	6532624--	6532624	3/27/1939	3	27	1939	1939.241096		-528.0
